,query,museum_id,museum_name,rel
54,all the different experiences in being 'American.' in New York,5687,Northwest African American Museum,1
55,all the different experiences in being 'American.' in New York,1434,Indianapolis Museum of Art,1
56,all the different experiences in being 'American.' in New York,2136,Blue Hills Trailside Museum,1
57,all the different experiences in being 'American.' in New York,1298,Peoria Riverfront Museum,1
58,all the different experiences in being 'American.' in New York,5138,Maryhill Museum of Art,1
59,all the different experiences in being 'American.' in New York,3150,Montclair Art Museum,2
60,all the different experiences in being 'American.' in New York,3786,Museum of Anthropology at Wake Forest University,1
61,all the different experiences in being 'American.' in New York,2617,Forest History Center,1
62,all the different experiences in being 'American.' in New York,1306,Pritzker Military Museum & Library,1
63,all the different experiences in being 'American.' in New York,4009,National Afro-American Museum and Cultural Center,1
64,all the different experiences in being 'American.' in New York,489,Gallery of Art at Sacred Heart University,1
65,all the different experiences in being 'American.' in New York,5416,American University Museum,1
66,all the different experiences in being 'American.' in New York,1762,Louisville Slugger Museum & Factory,1
67,all the different experiences in being 'American.' in New York,5166,SPARK Museum of Electrical Invention,1
68,all the different experiences in being 'American.' in New York,1075,Westville,1
69,all the different experiences in being 'American.' in New York,5028,Robert Russa Moton Museum,1
70,all the different experiences in being 'American.' in New York,4194,Da Vinci Science Center,1
71,all the different experiences in being 'American.' in New York,352,Colorado State University Art Galleries,1
72,all the different experiences in being 'American.' in New York,2985,University of Nebraska State Museum,1
73,all the different experiences in being 'American.' in New York,1210,Gray Gallery at Quincy University,1
74,all the different experiences in being 'American.' in New York,960,Albany Museum of Art,1
75,all the different experiences in being 'American.' in New York,1326,Southern Illinois University Edwardsville ADW Gallery,1
76,all the different experiences in being 'American.' in New York,1187,Elgin Public Museum,1
77,all the different experiences in being 'American.' in New York,3708,Discovery Place,1
78,all the different experiences in being 'American.' in New York,3805,North Carolina Museum of Natural Sciences,1
79,all the different experiences in being 'American.' in New York,5230,Monongalia Arts Center,1
80,all the different experiences in being 'American.' in New York,349,Children's Museum of Denver,1
81,all the different experiences in being 'American.' in New York,5486,The Wilderness Society Gallery,1
82,all the different experiences in being 'American.' in New York,4766,Natural History Museum of Utah,1
83,all the different experiences in being 'American.' in New York,2117,Armenian Library and Museum of America,1
84,all the different experiences in being 'American.' in New York,5527,High Museum of Art,1
85,all the different experiences in being 'American.' in New York,4189,Conrad Weiser Homestead,1
86,all the different experiences in being 'American.' in New York,628,Alfred B. Maclay Gardens State Park,1
87,all the different experiences in being 'American.' in New York,1084,Honolulu Museum of Art,1
88,all the different experiences in being 'American.' in New York,1647,Exploration Place,1
89,all the different experiences in being 'American.' in New York,713,Fairchild Tropical Botanic Garden,1
90,all the different experiences in being 'American.' in New York,2818,Discovery Center of Springfield,1
91,all the different experiences in being 'American.' in New York,2774,Mississippi Civil Rights Museum,1
92,all the different experiences in being 'American.' in New York,2713,Sinclair Lewis Boyhood Home,1
93,all the different experiences in being 'American.' in New York,1025,Lamar Dodd School of Art Galleries,1
94,all the different experiences in being 'American.' in New York,221,Delta Cultural Center,1
95,all the different experiences in being 'American.' in New York,5641,Gallery 360 at Northeastern University,1
0,the Michigan museum of science and industry,2328,Whaling Museum,1
1,the Michigan museum of science and industry,4531,Museum & Gallery at Heritage Green,1
2,the Michigan museum of science and industry,3632,Utica Children's Museum,1
3,the Michigan museum of science and industry,73,U.S. Space & Rocket Center,1
4,the Michigan museum of science and industry,805,Lightner Museum,1
5,the Michigan museum of science and industry,2634,Hennepin History Museum,1
6,the Michigan museum of science and industry,4488,Columbia Museum of Art,1
7,the Michigan museum of science and industry,5536,Robert C. Williams Paper Museum,1
8,the Michigan museum of science and industry,1000,Georgia Museum of Natural History,1
9,the Michigan museum of science and industry,4307,National Watch and Clock Museum,1
10,the Michigan museum of science and industry,1427,Indiana State Museum,1
11,the Michigan museum of science and industry,5291,Door County Maritime Museum,1
12,the Michigan museum of science and industry,663,Cade Museum for Creativity and Invention,1
13,the Michigan museum of science and industry,2197,Harvard Museum of Natural History,1
14,the Michigan museum of science and industry,3662,Asheville Art Museum,1
15,the Michigan museum of science and industry,5109,Concrete Heritage Museum,1
16,the Michigan museum of science and industry,5448,National Air and Space Museum,1
17,the Michigan museum of science and industry,386,Longmont Museum & Cultural Center,1
18,the Michigan museum of science and industry,325,Sacramento History Museum,1
19,the Michigan museum of science and industry,5270,Camp Five Museum,1
20,the Michigan museum of science and industry,547,Peabody Museum of Natural History,1
21,the Michigan museum of science and industry,2528,St. Mary's Preparatory Museums,1
22,the Michigan museum of science and industry,2270,New Bedford Whaling Museum,1
23,the Michigan museum of science and industry,930,Tallahassee Museum,1
24,the Michigan museum of science and industry,1751,Kentucky Derby Museum,1
25,the Michigan museum of science and industry,919,St. Augustine Lighthouse & Maritime Museum,1
26,the Michigan museum of science and industry,1118,Idaho Potato Museum,1
27,the Michigan museum of science and industry,349,Children's Museum of Denver,1
28,the Michigan museum of science and industry,323,Robert Louis Stevenson Museum,1
29,the Michigan museum of science and industry,2985,University of Nebraska State Museum,1
30,the Michigan museum of science and industry,4791,American Museum of Fly Fishing,1
31,the Michigan museum of science and industry,3805,North Carolina Museum of Natural Sciences,1
32,the Michigan museum of science and industry,2417,Grand Rapids Public Museum,4
33,the Michigan museum of science and industry,3436,Hudson River Museum,1
34,the Michigan museum of science and industry,1929,Maine Discovery Museum,1
35,the Michigan museum of science and industry,5707,Kansas City Museum,1
36,the Michigan museum of science and industry,3806,North Carolina Museum of Natural Sciences at Whiteville,1
37,the Michigan museum of science and industry,771,HistoryMiami,1
38,the Michigan museum of science and industry,4887,Children's Museum of Virginia,1
39,the Michigan museum of science and industry,2368,Charles H. Wright Museum of African American History,1
40,the Michigan museum of science and industry,2605,Dassel History Center & Ergot Museum,1
41,the Michigan museum of science and industry,5067,Virginia Living Museum,1
42,the Michigan museum of science and industry,4137,Science Museum Oklahoma,1
43,the Michigan museum of science and industry,2967,Omaha Children's Museum,1
44,the Michigan museum of science and industry,2316,Springfield Science Museum,1
45,the Michigan museum of science and industry,4776,St. George Children's Museum,1
46,the Michigan museum of science and industry,1120,Museum of Idaho,1
47,the Michigan museum of science and industry,2575,The Bakken,1
48,the Michigan museum of science and industry,4392,William E. Swigart Jr. Antique Automobile Museum,1
49,the Michigan museum of science and industry,5314,Kenosha Public Museum,1
50,the Michigan museum of science and industry,1227,International Museum of Surgical Science,1
51,the Michigan museum of science and industry,3975,Harrison County History of Coal Museum,1
52,the Michigan museum of science and industry,1039,Museum of Aviation,1
53,the Michigan museum of science and industry,5602,The Whaling Museum & Education Center,1
54,the Michigan museum of science and industry,3520,New York Museum of Transportation,1
55,the Michigan museum of science and industry,2147,Cape Cod Museum of Natural History,1
56,the Michigan museum of science and industry,4304,National Canal Museum,1
57,the Michigan museum of science and industry,4209,Everhart Museum,1
58,the Michigan museum of science and industry,42,Iron & Steel Museum of Alabama,1
59,the Michigan museum of science and industry,475,Danbury Railway Museum,1
60,the Michigan museum of science and industry,602,Delaware Visitor Center and Galleries,1
61,the Michigan museum of science and industry,2690,North Shore Commercial Fishing Museum,1
62,the Michigan museum of science and industry,3489,Mid-Hudson Children's Museum,1
63,the Michigan museum of science and industry,4832,Southern Vermont Natural History Museum,1
64,the Michigan museum of science and industry,3271,New Mexico Museum of Space History,1
65,the Michigan museum of science and industry,1987,Willowbrook Museum Village,1
66,the Michigan museum of science and industry,2524,Sloan Museum,4
67,the Michigan museum of science and industry,5251,West Virginia State Museum,1
68,the Michigan museum of science and industry,3924,Boonshoft Museum of Discovery,1
69,the Michigan museum of science and industry,5463,National Museum of Natural History,1
70,the Michigan museum of science and industry,3270,New Mexico Museum of Natural History and Science,1
71,the Michigan museum of science and industry,5166,SPARK Museum of Electrical Invention,1
72,the Michigan museum of science and industry,1640,Cosmosphere,1
73,the Michigan museum of science and industry,463,Children's Museum,1
74,the Michigan museum of science and industry,5295,Grohmann Museum,1
75,the Michigan museum of science and industry,3789,Museum of Life and Science,1
76,the Michigan museum of science and industry,885,Pérez Art Museum Miami,1
77,the Michigan museum of science and industry,570,Stepping Stones Museum for Children,1
78,the Michigan museum of science and industry,3586,Sciencenter,1
79,the Michigan museum of science and industry,5515,Children's Museum of Atlanta,1
80,the Michigan museum of science and industry,3772,Mineral and Lapidary Museum,1
81,the Michigan museum of science and industry,957,Ybor City Museum State Park,1
82,the Michigan museum of science and industry,1514,WonderLab,1
83,the Michigan museum of science and industry,4576,International Vinegar Museum,1
84,the Michigan museum of science and industry,407,National Mining Hall of Fame,1
85,the Michigan museum of science and industry,3122,Hunterdon Art Museum,1
86,the Michigan museum of science and industry,850,Museum of Science and Industry,2
87,the Michigan museum of science and industry,1298,Peoria Riverfront Museum,1
88,the Michigan museum of science and industry,2679,Minnesota Museum of American Art,1
89,the Michigan museum of science and industry,1280,Museum of Science and Industry,2
90,the Michigan museum of science and industry,2356,Besser Museum for Northeast Michigan,4
91,the Michigan museum of science and industry,1126,Adler Planetarium,1
92,the Michigan museum of science and industry,5070,Virginia Museum of Natural History,1
93,the Michigan museum of science and industry,2895,Glendive Dinosaur and Fossil Museum,1
94,the Michigan museum of science and industry,1117,Idaho Museum of Natural History,1
95,the Michigan museum of science and industry,1616,University of Iowa Museum of Natural History,1
96,the Michigan museum of science and industry,1607,Sioux City Public Museum,1
97,the Michigan museum of science and industry,4605,American Museum of Science and Energy,1
98,the Michigan museum of science and industry,733,Foosaner Art Museum,1
99,the Michigan museum of science and industry,328,Sierra Nevada Logging Museum,1
100,the Michigan museum of science and industry,1594,Putnam Museum,1
101,the Michigan museum of science and industry,4656,Hollywood Wax Museum Pigeon Forge,1
102,the Michigan museum of science and industry,5178,White River Valley Museum,1
103,the Michigan museum of science and industry,1005,Georgia State Railroad Museum,1
104,the Michigan museum of science and industry,927,Sulphur Springs Museum and Heritage Center,1
105,the Michigan museum of science and industry,5459,National Museum of American History,1
106,the Michigan museum of science and industry,112,Arizona-Sonora Desert Museum,1
107,the Michigan museum of science and industry,3264,National Museum of Nuclear Science & History,1
108,the Michigan museum of science and industry,205,Arkansas Museum of Discovery,1
109,the Michigan museum of science and industry,4455,Rhode Island Computer Museum,1
110,the Michigan museum of science and industry,5632,Boston Children's Museum,1
111,the Michigan museum of science and industry,456,Bruce Museum of Arts and Science,1
112,the Michigan museum of science and industry,1378,Conner Prairie,1
113,the Michigan museum of science and industry,3350,Children's Museum of Science and Technology,1
114,the Michigan museum of science and industry,435,Western Museum of Mining & Industry,1
115,the Michigan museum of science and industry,4207,Erie Maritime Museum,1
116,the Michigan museum of science and industry,1698,Strataca,1
117,the Michigan museum of science and industry,785,Karpeles Manuscript Library Museum,1
118,the Michigan museum of science and industry,4117,Oklahoma City Museum of Art,1
119,the Michigan museum of science and industry,1260,Lizzadro Museum of Lapidary Art,1
0,transportation museum in Georgia,3141,Mana Contemporary,1
1,transportation museum in Georgia,4169,Bicycle Heaven,1
2,transportation museum in Georgia,2023,Fort Washington Park,1
3,transportation museum in Georgia,2683,Minnesota Streetcar Museum,1
4,transportation museum in Georgia,5021,Red Hill Patrick Henry National Memorial,1
5,transportation museum in Georgia,3093,East Point Light,1
6,transportation museum in Georgia,413,Pikes Peak Museum,1
7,transportation museum in Georgia,3896,North Dakota State Capitol,1
8,transportation museum in Georgia,2724,Terrace Mill,1
9,transportation museum in Georgia,1222,Illinois State Capitol,1
10,transportation museum in Georgia,4817,Lake Champlain Maritime Museum,1
11,transportation museum in Georgia,3511,National Shrine of the North American Martyrs,1
12,transportation museum in Georgia,3978,Heritage Village Museum,1
13,transportation museum in Georgia,3207,Washington Crossing State Park,1
14,transportation museum in Georgia,1513,Whitewater Canal State Historic Site,1
15,transportation museum in Georgia,374,Fort Garland Museum,1
16,transportation museum in Georgia,5674,Bill & Melinda Gates Foundation Visitor Center,1
17,transportation museum in Georgia,298,Gold Country Museum,1
18,transportation museum in Georgia,4144,Three Valley Museum,1
19,transportation museum in Georgia,5055,University of Virginia Galleries,1
20,transportation museum in Georgia,2327,Western Gateway Heritage State Park,1
21,transportation museum in Georgia,3853,Wilkes Heritage Museum,1
22,transportation museum in Georgia,3160,New Jersey Museum of Transportation,1
23,transportation museum in Georgia,994,Fort King George Historical Site,2
24,transportation museum in Georgia,1213,Heath Center Gallery at John Wood Community College,1
25,transportation museum in Georgia,2578,Beltrami County History Center,1
26,transportation museum in Georgia,2592,Charles A. Weyerhaeuser Memorial Museum,1
27,transportation museum in Georgia,4238,Harris Switch Tower,1
28,transportation museum in Georgia,5629,Ancient & Honorable Artillery Company Museum,1
29,transportation museum in Georgia,2508,R. E. Olds Transportation Museum,1
30,transportation museum in Georgia,1282,Naper Settlement,1
31,transportation museum in Georgia,315,Nevada County Narrow Gauge Railroad Museum,1
32,transportation museum in Georgia,3809,North Carolina Transportation Museum,1
33,transportation museum in Georgia,2999,Canterbury Shaker Village,1
34,transportation museum in Georgia,3334,Burden Iron Works,1
35,transportation museum in Georgia,5503,Susanville Railroad Depot,1
36,transportation museum in Georgia,1389,"Evansville Museum of Arts, History and Science",1
37,transportation museum in Georgia,4770,Peteetneet Museum and Cultural Arts Center,1
38,transportation museum in Georgia,731,Florida Railroad Museum,1
39,transportation museum in Georgia,1548,Forest Park Museum and Arboretum,1
40,transportation museum in Georgia,1003,Georgia Southern University Center for Art and Theatre,1
41,transportation museum in Georgia,4043,Roscoe Village,1
42,transportation museum in Georgia,5459,National Museum of American History,1
43,transportation museum in Georgia,268,Powhatan Historic State Park,1
44,transportation museum in Georgia,4933,Herndon Depot Museum,1
45,transportation museum in Georgia,4787,Utah State Capitol,1
46,transportation museum in Georgia,1280,Museum of Science and Industry,1
47,transportation museum in Georgia,4072,Youngstown State University Mineral Museum,1
48,transportation museum in Georgia,4947,Jamestown Settlement,1
49,transportation museum in Georgia,2630,Greyhound Bus Museum,1
50,transportation museum in Georgia,431,Ute Pass History Park,1
51,transportation museum in Georgia,4252,Horseshoe Curve,1
52,transportation museum in Georgia,1511,USS LST Ship Memorial,1
53,transportation museum in Georgia,1396,Fort Wayne Railroad Historical Society,1
54,transportation museum in Georgia,3305,Albany Pine Bush Discovery Center,1
55,transportation museum in Georgia,966,Augusta Canal National Heritage Area Discovery Center,2
56,transportation museum in Georgia,1413,The History Center,1
57,transportation museum in Georgia,4264,Johnstown Flood National Memorial,1
58,transportation museum in Georgia,4788,Weber State University Museum of Natural Science,1
59,transportation museum in Georgia,984,Cumberland Island National Seashore Museum,1
60,transportation museum in Georgia,3749,JAARS Museum of the Alphabet,1
61,transportation museum in Georgia,3112,Heritage Glass Museum,1
62,transportation museum in Georgia,3870,Fort Abercrombie State Historic Site,1
63,transportation museum in Georgia,3607,Stony Point Battlefield State Historic Site,1
64,transportation museum in Georgia,4236,Hanover Junction Museum,1
65,transportation museum in Georgia,1112,Fort Hall,1
66,transportation museum in Georgia,4724,West Tennessee Agricultural Museum,1
67,transportation museum in Georgia,5432,Georgetown University Art Galleries,1
68,transportation museum in Georgia,1956,Owls Head Transportation Museum,1
69,transportation museum in Georgia,1045,New Echota Historic Site,1
70,transportation museum in Georgia,1225,Illinois Wesleyan University - Merwin & Wakeley Galleries,1
71,transportation museum in Georgia,3973,Hancock Historical Museum,1
72,transportation museum in Georgia,2721,Starbuck Depot and Museums,1
73,transportation museum in Georgia,180,Southern Arizona Transportation Museum,1
74,transportation museum in Georgia,350,Colorado Governor's Mansion,1
75,transportation museum in Georgia,3876,Fort Totten State Historic Site,1
76,transportation museum in Georgia,475,Danbury Railway Museum,1
77,transportation museum in Georgia,4344,Robert Fulton Birthplace,1
78,transportation museum in Georgia,4727,Women's Basketball Hall of Fame,1
79,transportation museum in Georgia,5371,Potosi Brewery,1
80,transportation museum in Georgia,4005,Mercer-Smith Log House,1
81,transportation museum in Georgia,2049,La Grange Plantation,1
82,transportation museum in Georgia,3796,New Hope Valley Railway,1
83,transportation museum in Georgia,1607,Sioux City Public Museum,1
84,transportation museum in Georgia,1250,Lake Forest College Art Galleries,1
85,transportation museum in Georgia,1383,Earlham College Art Collection,1
86,transportation museum in Georgia,695,DeBary Hall Historic Site,1
87,transportation museum in Georgia,4200,Drake Well Museum,1
88,transportation museum in Georgia,2602,Cross River Heritage Center,1
89,transportation museum in Georgia,3783,Murfreesboro Historical Association,1
90,transportation museum in Georgia,4153,AACA Museum,1
91,transportation museum in Georgia,5529,Jimmy Carter Library and Museum,1
92,transportation museum in Georgia,372,Forney Transportation Museum,1
93,transportation museum in Georgia,2230,Lesley University Galleries,1
94,transportation museum in Georgia,262,Parkin Archeological State Park,1
95,transportation museum in Georgia,3791,Museum of the Cape Fear Historical Complex,1
96,transportation museum in Georgia,737,Fort De Soto Park,1
97,transportation museum in Georgia,5071,Virginia Museum of Transportation,1
98,transportation museum in Georgia,1209,Graue Mill and Museum,1
99,transportation museum in Georgia,1338,University of Illinois Springfield Visual Arts Gallery,1
100,transportation museum in Georgia,1039,Museum of Aviation,3
101,transportation museum in Georgia,1815,Camp Moore Confederate Cemetery and Museum,1
102,transportation museum in Georgia,318,Pioneer Yosemite History Center,1
103,transportation museum in Georgia,4923,Glencoe Museum,1
104,transportation museum in Georgia,5697,Steamship Virginia V,1
105,transportation museum in Georgia,3421,Herkimer County Historical Society Suiter Building Museum,1
106,transportation museum in Georgia,3447,Jay Heritage Center,1
107,transportation museum in Georgia,3386,Fort Montgomery State Historic Site,1
108,transportation museum in Georgia,1657,Great Plains Transportation Museum,1
109,transportation museum in Georgia,5057,U.S. Army Transportation Museum,1
110,transportation museum in Georgia,1067,Tellus Science Museum,2
111,transportation museum in Georgia,2228,Larz Anderson Auto Museum,1
112,transportation museum in Georgia,4032,Pennsylvania House Museum,1
113,transportation museum in Georgia,1426,Indiana Railway Museum,1
114,transportation museum in Georgia,2589,Canton Depot Museum,1
115,transportation museum in Georgia,3205,Walker-Combs-Hartshorne Farmstead (Oakley Farm Museum),1
116,transportation museum in Georgia,1942,Moosehead Marine Museum,1
117,transportation museum in Georgia,4092,Fort Gibson Historic Site,1
118,transportation museum in Georgia,2739,William A. Irvin,1
119,transportation museum in Georgia,3932,Carillon Historical Park,1
0,local history in Michigan,4189,Conrad Weiser Homestead,1
1,local history in Michigan,4195,DeBence Antique Music World,1
2,local history in Michigan,4,Alabama Jazz Hall of Fame,1
3,local history in Michigan,2619,Gallery of Wood Art,1
4,local history in Michigan,4963,Luray Caverns,1
5,local history in Michigan,238,Hot Springs National Park,1
6,local history in Michigan,1734,Federal Hill,1
7,local history in Michigan,1778,Railway Museum of Greater Cincinnati,1
8,local history in Michigan,250,Maynard Pioneer Museum,1
9,local history in Michigan,4705,Sparta Rock House,1
10,local history in Michigan,1034,Mercer-Williams House Museum,1
11,local history in Michigan,4355,Southern Alleghenies Museum of Art,1
12,local history in Michigan,5432,Georgetown University Art Galleries,1
13,local history in Michigan,2081,Salisbury University Art Galleries,1
14,local history in Michigan,22,Bridgeport Depot Museum,1
15,local history in Michigan,1040,Museum of Southern Culture,1
16,local history in Michigan,1544,Eagle Grove Historical Museum,1
17,local history in Michigan,1286,National Museum of Puerto Rican Arts and Culture,1
18,local history in Michigan,2908,Paris Gibson Square Museum of Art,1
19,local history in Michigan,3416,Hart-Cluett Mansion,1
20,local history in Michigan,1284,National Italian American Sports Hall of Fame,1
21,local history in Michigan,3230,Chaco Culture National Historical Park,1
22,local history in Michigan,434,Western Colorado Center for the Arts,1
23,local history in Michigan,4940,Historic St. Luke's Church,1
24,local history in Michigan,5571,Montauk County Park,1
25,local history in Michigan,4773,Silver Reef Museum,1
26,local history in Michigan,5421,Charles Sumner School,1
27,local history in Michigan,2097,Tilghman Watermen's Museum,1
28,local history in Michigan,181,Taliesin West,1
29,local history in Michigan,4140,Spiro Mounds,1
30,local history in Michigan,3293,White Sands National Park,1
31,local history in Michigan,4715,Tennessee Valley Railroad Museum,1
32,local history in Michigan,3886,Ludwig and Christina Welk Homestead,1
33,local history in Michigan,383,Lakewood Cultural Center,1
34,local history in Michigan,671,Cedar Key Museum State Park,1
35,local history in Michigan,1240,John Wood Mansion,1
36,local history in Michigan,67,Skyline Commissary,1
37,local history in Michigan,5119,Fort Vancouver National Historic Site,1
38,local history in Michigan,3734,Hiddenite Center,1
39,local history in Michigan,5140,Monarch Contemporary Art Center and Sculpture Park,1
40,local history in Michigan,607,Governor Ross Mansion & Plantation,1
41,local history in Michigan,1093,Mokupāpapa Discovery Center,1
42,local history in Michigan,4343,Roadside America,1
43,local history in Michigan,4292,Mill at Anselma,1
44,local history in Michigan,4785,Utah Museum of Contemporary Art,1
45,local history in Michigan,1354,Wonder Works,1
46,local history in Michigan,4543,Ripley's Believe It or Not!,1
47,local history in Michigan,3758,Korner's Folly,1
48,local history in Michigan,1361,The Barns at Nappanee,1
49,local history in Michigan,695,DeBary Hall Historic Site,1
50,local history in Michigan,4707,Sun Studio,1
51,local history in Michigan,4227,Graeme Park,1
52,local history in Michigan,3628,Town of Shandaken Historical Museum,1
53,local history in Michigan,29,Fort Conde,1
54,local history in Michigan,5629,Ancient & Honorable Artillery Company Museum,1
55,local history in Michigan,2919,Yellowstone Art Museum,1
56,local history in Michigan,1641,Dalton Gang Hideout and Museum,1
57,local history in Michigan,366,Dinosaur Ridge,1
58,local history in Michigan,1016,Hurn Museum,1
59,local history in Michigan,5258,Amberg Historical Museum Complex,1
60,local history in Michigan,4689,Parthenon,1
61,local history in Michigan,324,Sacramento Children's Museum,1
62,local history in Michigan,880,Panama City Center for the Arts,1
63,local history in Michigan,390,Mesa Verde National Park,1
64,local history in Michigan,1205,Gaylord Building,1
65,local history in Michigan,1257,Lincoln-Herndon Law Offices State Historic Site,1
66,local history in Michigan,3466,Le Roy House,1
67,local history in Michigan,4703,Shiloh National Military Park,1
68,local history in Michigan,2089,Strathmore,1
69,local history in Michigan,832,Morean Arts Center,1
70,local history in Michigan,3,Alabama Governor's Mansion,1
71,local history in Michigan,2379,Cornish Pump Engine & Mining Museum,1
72,local history in Michigan,2034,Hampton National Historic Site,1
73,local history in Michigan,1864,Poverty Point State Historic Site,1
74,local history in Michigan,1144,Black Hawk State Historic Site,1
75,local history in Michigan,1393,Fort Ouiatenon,1
76,local history in Michigan,5674,Bill & Melinda Gates Foundation Visitor Center,1
77,local history in Michigan,2522,Shrine of the Pines,4
78,local history in Michigan,5020,Rapidan Camp,1
79,local history in Michigan,342,Aspen Art Museum,1
80,local history in Michigan,3844,Town Creek Indian Mound,1
81,local history in Michigan,1434,Indianapolis Museum of Art,1
82,local history in Michigan,1106,Boise Art Museum,1
83,local history in Michigan,5496,Loomis Museum,1
84,local history in Michigan,1921,James Leavitt House,1
85,local history in Michigan,1216,Heritage House Museum,1
86,local history in Michigan,1130,Anderson Mansion Museum,1
87,local history in Michigan,1457,Mansfield Roller Mill,1
88,local history in Michigan,1788,Speed Art Museum,1
89,local history in Michigan,4550,South Carolina Botanical Garden,1
90,local history in Michigan,1568,Iowa Civilian Conservation Corps Museum,1
91,local history in Michigan,5025,Ripley's Believe It or Not!,1
92,local history in Michigan,1694,Shaffer House Museum and Art Center,1
93,local history in Michigan,208,Arkansas Railroad Museum,1
94,local history in Michigan,3500,Muscoot Farm,1
95,local history in Michigan,491,Gillette Castle State Park,1
96,local history in Michigan,1414,Hoosier Gym,1
97,local history in Michigan,3114,Hill Memorial Museum,1
98,local history in Michigan,3861,Cavalier County Museum,1
99,local history in Michigan,1582,Museum of Danish America,1
100,local history in Michigan,1439,John Hay Center,1
101,local history in Michigan,230,Gann Museum,1
102,local history in Michigan,323,Robert Louis Stevenson Museum,1
103,local history in Michigan,2695,Phelps Mill,1
104,local history in Michigan,2596,Church of the Good Shepherd Museum,1
105,local history in Michigan,3385,Fort Klock,1
106,local history in Michigan,3279,Salmon Ruins,1
107,local history in Michigan,5358,Old Town Hall Museum,1
108,local history in Michigan,2635,Hewitt Public School Museum,1
109,local history in Michigan,4614,Belmont University Galleries,1
110,local history in Michigan,2019,Discovery Station,1
111,local history in Michigan,367,Durango and Silverton Narrow Gauge Railroad,1
112,local history in Michigan,2890,C. M. Russell Museum Complex,1
113,local history in Michigan,3225,Blackwater Draw Museum & Archaeological Site,1
114,local history in Michigan,3789,Museum of Life and Science,1
115,local history in Michigan,280,Bohart Museum of Entomology,1
116,local history in Michigan,3354,Cobblestone Society Museum,1
117,local history in Michigan,5303,Hearthstone Historic House Museum,1
118,local history in Michigan,1524,B.J. Palmer Mansion,1
119,local history in Michigan,4904,Fairfax Station Railroad Museum,1
0,National Portrait Gallery,5466,National Postal Museum,2
1,National Portrait Gallery,5616,Nationality Rooms,1
2,National Portrait Gallery,2110,Adams National Historical Park,1
3,National Portrait Gallery,3275,Poeh Museum,1
4,National Portrait Gallery,5464,National Museum of Women in the Arts,3
5,National Portrait Gallery,2830,Harry S. Truman Presidential Library and Museum,1
6,National Portrait Gallery,1450,Lincoln Boyhood National Memorial,1
7,National Portrait Gallery,2210,John Adams Birthplace,1
8,National Portrait Gallery,4921,George Washington Masonic National Memorial,1
9,National Portrait Gallery,2063,National Electronics Museum,1
10,National Portrait Gallery,407,National Mining Hall of Fame,1
11,National Portrait Gallery,2160,Cushing House Museum and Garden,1
12,National Portrait Gallery,5427,Folger Shakespeare Library,1
13,National Portrait Gallery,270,President William Jefferson Clinton Birthplace Home National Historic Site,1
14,National Portrait Gallery,3424,Herschell Carrousel Factory Museum,1
15,National Portrait Gallery,2337,Wistariahurst Museum,1
16,National Portrait Gallery,4435,Kingscote,1
17,National Portrait Gallery,3274,Petroglyph National Monument,1
18,National Portrait Gallery,4658,President James K. Polk Home,1
19,National Portrait Gallery,1278,Museum of Broadcast Communications,1
20,National Portrait Gallery,3223,Aztec Ruins National Monument,1
21,National Portrait Gallery,4980,Monticello,1
22,National Portrait Gallery,5473,President Lincoln's Cottage at the Soldiers' Home,2
23,National Portrait Gallery,2710,Science Museum of Minnesota,1
24,National Portrait Gallery,2760,House on Ellicott's Hill,1
25,National Portrait Gallery,487,Florence Griswold Museum,1
26,National Portrait Gallery,3616,Tang Teaching Museum,1
27,National Portrait Gallery,4388,Wheatland,1
28,National Portrait Gallery,4454,Redwood Library and Athenaeum,1
29,National Portrait Gallery,2217,John Fitzgerald Kennedy National Historic Site,1
30,National Portrait Gallery,2486,Ontonagon Historical Museum,1
31,National Portrait Gallery,1868,Rosedown Plantation State Historic Site,1
32,National Portrait Gallery,5480,Smithsonian American Art Museum,4
33,National Portrait Gallery,3504,National Baseball Hall of Fame and Museum,1
34,National Portrait Gallery,1738,Frazier History Museum,1
35,National Portrait Gallery,1043,National Museum of Commercial Aviation,1
36,National Portrait Gallery,3392,Franklin D. Roosevelt Presidential Library and Museum,1
37,National Portrait Gallery,5009,Piney Grove at Southall's Plantation,1
38,National Portrait Gallery,5654,Massachusetts Historical Society,1
39,National Portrait Gallery,1855,National Hansen's Disease Museum,1
40,National Portrait Gallery,4419,Governor Henry Lippitt House,1
41,National Portrait Gallery,3681,Bodie Island Lighthouse,1
42,National Portrait Gallery,3024,Moffatt-Ladd House,1
43,National Portrait Gallery,2293,Provincetown Art Association and Museum,1
44,National Portrait Gallery,356,Colorado Springs Fine Arts Center,1
45,National Portrait Gallery,2349,Ann Arbor Hands-On Museum,1
46,National Portrait Gallery,4988,National Firearms Museum,1
47,National Portrait Gallery,3499,Munson-Williams-Proctor Arts Institute Museum of Art,1
48,National Portrait Gallery,462,Captain Palmer House,1
49,National Portrait Gallery,4146,University of Science and Arts of Oklahoma Nesbitt Gallery,1
50,National Portrait Gallery,1191,Ellwood House Museum,1
51,National Portrait Gallery,2501,Point Betsie Light,1
52,National Portrait Gallery,1091,Lahaina Heritage Museum,1
53,National Portrait Gallery,4879,Carlyle House,1
54,National Portrait Gallery,183,Titan Missile Museum,1
55,National Portrait Gallery,2378,Coppertown USA Mining Museum,1
