query,museum_id,museum_name,score,rel
all the different experiences in being 'American.' in New York,933,Tampa Bay History Center,2.530270356,1
all the different experiences in being 'American.' in New York,1337,Unity Temple,2.486101561,3
all the different experiences in being 'American.' in New York,3789,Museum of Life and Science,2.414629567,1
all the different experiences in being 'American.' in New York,1304,Polish Museum of America,2.366654024,1
all the different experiences in being 'American.' in New York,4766,Natural History Museum of Utah,2.353898868,1
all the different experiences in being 'American.' in New York,5659,Old North Church,2.329349504,1
all the different experiences in being 'American.' in New York,3952,EnterTRAINment Junction,2.301795358,1
all the different experiences in being 'American.' in New York,4938,Historic Jamestown,2.249628654,1
all the different experiences in being 'American.' in New York,1450,Lincoln Boyhood National Memorial,2.241930176,1
all the different experiences in being 'American.' in New York,293,Downieville Museum,2.236572518,1
all the different experiences in being 'American.' in New York,4092,Fort Gibson Historic Site,2.185829065,1
all the different experiences in being 'American.' in New York,1032,Marsh House,2.183643363,1
all the different experiences in being 'American.' in New York,5437,Howard University Gallery of Art,2.155445151,1
all the different experiences in being 'American.' in New York,2682,Minnesota State Public School Orphanage Museum,2.12831049,1
all the different experiences in being 'American.' in New York,2985,University of Nebraska State Museum,2.044617418,1
all the different experiences in being 'American.' in New York,3150,Montclair Art Museum,2.032564784,2
all the different experiences in being 'American.' in New York,489,Gallery of Art at Sacred Heart University,1.963131059,1
all the different experiences in being 'American.' in New York,220,Crystal Bridges Museum of American Art,1.950274062,1
all the different experiences in being 'American.' in New York,2893,Dumas Brothel,1.907681411,1
all the different experiences in being 'American.' in New York,3805,North Carolina Museum of Natural Sciences,1.873851211,1
all the different experiences in being 'American.' in New York,5486,The Wilderness Society Gallery,1.842235466,1
all the different experiences in being 'American.' in New York,761,Henry B. Plant Museum,1.810167141,1
all the different experiences in being 'American.' in New York,2573,Augsburg Art Galleries,1.806672777,1
all the different experiences in being 'American.' in New York,2081,Salisbury University Art Galleries,1.790012921,1
all the different experiences in being 'American.' in New York,691,Cummer Museum of Art and Gardens,1.703774601,1
all the different experiences in being 'American.' in New York,3806,North Carolina Museum of Natural Sciences at Whiteville,1.688406187,1
all the different experiences in being 'American.' in New York,1054,Sapelo Island Visitors Center,1.672458201,1
all the different experiences in being 'American.' in New York,4189,Conrad Weiser Homestead,1.607614729,1
all the different experiences in being 'American.' in New York,4416,Fort Adams,1.600936261,1
all the different experiences in being 'American.' in New York,2430,The Henry Ford,1.538525601,1
all the different experiences in being 'American.' in New York,5527,High Museum of Art,1.393547577,1
all the different experiences in being 'American.' in New York,1498,Shrine of Saint Mother Théodore Guérin,1.391771292,1
all the different experiences in being 'American.' in New York,3994,Kirtland Temple,1.345466318,1
all the different experiences in being 'American.' in New York,1084,Honolulu Museum of Art,1.344913898,1
all the different experiences in being 'American.' in New York,669,Castillo de San Marcos,1.327472872,1
all the different experiences in being 'American.' in New York,1396,Fort Wayne Railroad Historical Society,1.303179399,1
all the different experiences in being 'American.' in New York,5467,The Octagon House,1.302143315,1
all the different experiences in being 'American.' in New York,726,Florida Museum of Natural History,1.244804322,1
all the different experiences in being 'American.' in New York,3786,Museum of Anthropology at Wake Forest University,1.172614922,1
all the different experiences in being 'American.' in New York,1218,Hull House,1.090762519,1
all the different experiences in being 'American.' in New York,787,Kennedy Space Center Visitor Complex,1.06869878,1
all the different experiences in being 'American.' in New York,4486,Clemson University Galleries,1.035915434,1
all the different experiences in being 'American.' in New York,2774,Mississippi Civil Rights Museum,1.011601826,1
all the different experiences in being 'American.' in New York,1724,Creation Museum,0.931619354,1
all the different experiences in being 'American.' in New York,1326,Southern Illinois University Edwardsville ADW Gallery,0.930825155,1
all the different experiences in being 'American.' in New York,352,Colorado State University Art Galleries,0.815430353,1
all the different experiences in being 'American.' in New York,5641,Gallery 360 at Northeastern University,0.798436369,1
all the different experiences in being 'American.' in New York,1325,Southern Illinois University Carbondale University Museum,0.754483247,1
all the different experiences in being 'American.' in New York,994,Fort King George Historical Site,0.718174121,1
all the different experiences in being 'American.' in New York,5457,National Museum of African American History and Culture,0.624995277,1
all the different experiences in being 'American.' in New York,1434,Indianapolis Museum of Art,0.611633164,1
all the different experiences in being 'American.' in New York,5636,Boston University Art Galleries,0.485060327,1
all the different experiences in being 'American.' in New York,1108,Captain John Mullan Museum,0.353510015,1
the Michigan museum of science and industry,5690,Pacific Science Center,6.999058341,1
the Michigan museum of science and industry,850,Museum of Science and Industry,6.352161396,2
the Michigan museum of science and industry,874,Orlando Science Center,5.927595693,1
the Michigan museum of science and industry,1280,Museum of Science and Industry,5.199045121,2
the Michigan museum of science and industry,2524,Sloan Museum,4.572899612,4
the Michigan museum of science and industry,3565,Rochester Museum and Science Center,4.277585002,1
the Michigan museum of science and industry,1607,Sioux City Public Museum,3.731822248,1
the Michigan museum of science and industry,444,American Clock & Watch Museum,3.516257046,1
the Michigan museum of science and industry,927,Sulphur Springs Museum and Heritage Center,3.381346428,1
the Michigan museum of science and industry,5602,The Whaling Museum & Education Center,3.226066343,1
the Michigan museum of science and industry,1126,Adler Planetarium,3.120096871,1
the Michigan museum of science and industry,4640,Discovery Park of America,3.108205024,1
the Michigan museum of science and industry,3264,National Museum of Nuclear Science & History,2.76482724,1
the Michigan museum of science and industry,435,Western Museum of Mining & Industry,2.535996511,1
the Michigan museum of science and industry,3520,New York Museum of Transportation,2.454792685,1
the Michigan museum of science and industry,805,Lightner Museum,2.415944548,1
the Michigan museum of science and industry,1427,Indiana State Museum,2.385630885,1
the Michigan museum of science and industry,42,Iron & Steel Museum of Alabama,2.231949969,1
the Michigan museum of science and industry,4792,American Precision Museum,2.062336483,1
the Michigan museum of science and industry,1043,National Museum of Commercial Aviation,1.996811697,1
the Michigan museum of science and industry,2690,North Shore Commercial Fishing Museum,1.923477109,1
the Michigan museum of science and industry,5295,Grohmann Museum,1.901134784,1
the Michigan museum of science and industry,3563,Rochester & Genesee Valley Railroad Museum,1.867337726,1
the Michigan museum of science and industry,1514,WonderLab,1.862599762,1
the Michigan museum of science and industry,4137,Science Museum Oklahoma,1.804350385,1
the Michigan museum of science and industry,2270,New Bedford Whaling Museum,1.784742353,1
the Michigan museum of science and industry,3528,Niagara Science Museum,1.700703804,1
the Michigan museum of science and industry,2163,EcoTarium,1.699986741,1
the Michigan museum of science and industry,2967,Omaha Children's Museum,1.671251294,1
the Michigan museum of science and industry,1389,"Evansville Museum of Arts, History and Science",1.670199521,1
the Michigan museum of science and industry,531,National Helicopter Museum,1.669755131,1
the Michigan museum of science and industry,3975,Harrison County History of Coal Museum,1.661983026,1
the Michigan museum of science and industry,5032,Science Museum of Virginia,1.642518535,1
the Michigan museum of science and industry,2710,Science Museum of Minnesota,1.631735488,1
the Michigan museum of science and industry,3586,Sciencenter,1.625111465,1
the Michigan museum of science and industry,1117,Idaho Museum of Natural History,1.599887063,1
the Michigan museum of science and industry,94,Museum of Alaska Transportation & Industry,1.588834498,1
the Michigan museum of science and industry,886,Phillip and Patricia Frost Museum of Science,1.580846364,1
the Michigan museum of science and industry,2349,Ann Arbor Hands-On Museum,1.57246034,4
the Michigan museum of science and industry,846,Museum of Discovery and Science,1.5390468,1
the Michigan museum of science and industry,1118,Idaho Potato Museum,1.536016219,1
the Michigan museum of science and industry,957,Ybor City Museum State Park,1.530025193,1
the Michigan museum of science and industry,2328,Whaling Museum,1.515541544,1
the Michigan museum of science and industry,252,Mid-America Science Museum,1.501708075,1
the Michigan museum of science and industry,3227,Bradbury Science Museum,1.496216745,1
the Michigan museum of science and industry,1594,Putnam Museum,1.484426813,1
the Michigan museum of science and industry,205,Arkansas Museum of Discovery,1.48219055,1
the Michigan museum of science and industry,733,Foosaner Art Museum,1.445975765,1
the Michigan museum of science and industry,4200,Drake Well Museum,1.442775565,1
the Michigan museum of science and industry,3489,Mid-Hudson Children's Museum,1.436863659,1
the Michigan museum of science and industry,3694,Charlotte Nature Museum,1.43667908,1
the Michigan museum of science and industry,3708,Discovery Place,1.43667908,1
the Michigan museum of science and industry,700,Destin History & Fishing Museum,1.422383078,1
the Michigan museum of science and industry,357,Colorado Springs Pioneers Museum,1.411224453,1
the Michigan museum of science and industry,3350,Children's Museum of Science and Technology,1.409503302,1
the Michigan museum of science and industry,4605,American Museum of Science and Energy,1.398546192,1
the Michigan museum of science and industry,328,Sierra Nevada Logging Museum,1.380336307,1
the Michigan museum of science and industry,3924,Boonshoft Museum of Discovery,1.377503492,1
the Michigan museum of science and industry,463,Children's Museum,1.368364902,1
the Michigan museum of science and industry,4690,Pink Palace Museum and Planetarium,1.354565121,1
the Michigan museum of science and industry,1556,Grout Museum,1.350010859,1
the Michigan museum of science and industry,2257,MIT Museum,1.289428256,1
the Michigan museum of science and industry,4819,Montshire Museum of Science,1.285219299,1
the Michigan museum of science and industry,3914,American Sign Museum,1.271284466,1
the Michigan museum of science and industry,4074,A. D. Buck Museum of Science and History,1.2677641,1
the Michigan museum of science and industry,5420,Arts and Industries Building,1.245805202,1
the Michigan museum of science and industry,5141,Mount St Helens Creation Center,1.217188352,1
the Michigan museum of science and industry,407,National Mining Hall of Fame,1.186674,1
the Michigan museum of science and industry,4806,Fairbanks Museum and Planetarium,1.1427733,1
the Michigan museum of science and industry,325,Sacramento History Museum,1.101212722,1
the Michigan museum of science and industry,842,Museum of Arts and Sciences,1.093936077,1
the Michigan museum of science and industry,663,Cade Museum for Creativity and Invention,1.092160042,1
the Michigan museum of science and industry,5061,Virginia Aviation Museum,1.083131308,1
the Michigan museum of science and industry,5536,Robert C. Williams Paper Museum,1.075670602,1
the Michigan museum of science and industry,5707,Kansas City Museum,1.034138421,1
the Michigan museum of science and industry,2895,Glendive Dinosaur and Fossil Museum,1.023576136,1
the Michigan museum of science and industry,599,Delaware Museum of Nature and Science,0.988586841,1
the Michigan museum of science and industry,5109,Concrete Heritage Museum,0.964415185,1
the Michigan museum of science and industry,1745,Highlands Museum and Discovery Center,0.954652061,1
the Michigan museum of science and industry,5166,SPARK Museum of Electrical Invention,0.951338124,1
the Michigan museum of science and industry,5452,National Children's Museum,0.949267593,1
the Michigan museum of science and industry,1724,Creation Museum,0.941619163,1
the Michigan museum of science and industry,2679,Minnesota Museum of American Art,0.911765179,1
the Michigan museum of science and industry,1038,Museum of Arts and Sciences,0.909240878,1
the Michigan museum of science and industry,5067,Virginia Living Museum,0.903226505,1
the Michigan museum of science and industry,4656,Hollywood Wax Museum Pigeon Forge,0.889010737,1
the Michigan museum of science and industry,386,Longmont Museum & Cultural Center,0.871093453,1
the Michigan museum of science and industry,4488,Columbia Museum of Art,0.870933619,1
the Michigan museum of science and industry,391,Mines Museum of Earth Science,0.855164394,1
the Michigan museum of science and industry,5520,Fernbank Museum of Natural History,0.846381473,1
the Michigan museum of science and industry,5182,Yakima Valley Museum,0.79793069,1
the Michigan museum of science and industry,2575,The Bakken,0.773749456,1
the Michigan museum of science and industry,1640,Cosmosphere,0.771943927,1
the Michigan museum of science and industry,2356,Besser Museum for Northeast Michigan,0.749863218,4
the Michigan museum of science and industry,4339,Railroaders Memorial Museum,0.740297092,1
the Michigan museum of science and industry,2985,University of Nebraska State Museum,0.739117895,1
the Michigan museum of science and industry,5632,Boston Children's Museum,0.714918876,1
the Michigan museum of science and industry,4791,American Museum of Fly Fishing,0.698574424,1
the Michigan museum of science and industry,73,U.S. Space & Rocket Center,0.682671428,1
the Michigan museum of science and industry,5251,West Virginia State Museum,0.675859291,1
the Michigan museum of science and industry,4209,Everhart Museum,0.645892355,1
the Michigan museum of science and industry,3789,Museum of Life and Science,0.623169356,1
the Michigan museum of science and industry,5270,Camp Five Museum,0.606204658,1
the Michigan museum of science and industry,2197,Harvard Museum of Natural History,0.604657166,1
the Michigan museum of science and industry,2368,Charles H. Wright Museum of African American History,0.581849022,1
the Michigan museum of science and industry,3271,New Mexico Museum of Space History,0.58004495,1
the Michigan museum of science and industry,785,Karpeles Manuscript Library Museum,0.558266721,1
the Michigan museum of science and industry,1061,Southern Museum of Civil War and Locomotive History,0.531943313,1
the Michigan museum of science and industry,4117,Oklahoma City Museum of Art,0.528833534,1
the Michigan museum of science and industry,5515,Children's Museum of Atlanta,0.50523625,1
the Michigan museum of science and industry,3122,Hunterdon Art Museum,0.481444661,1
the Michigan museum of science and industry,1929,Maine Discovery Museum,0.462974441,1
the Michigan museum of science and industry,4307,National Watch and Clock Museum,0.456156769,1
the Michigan museum of science and industry,1227,International Museum of Surgical Science,0.449333979,1
the Michigan museum of science and industry,2528,St. Mary's Preparatory Museums,0.44048259,1
the Michigan museum of science and industry,5070,Virginia Museum of Natural History,0.439090013,1
the Michigan museum of science and industry,4455,Rhode Island Computer Museum,0.43612559,1
the Michigan museum of science and industry,4750,Discovery Gateway,0.388784891,1
the Michigan museum of science and industry,3270,New Mexico Museum of Natural History and Science,0.376183489,1
the Michigan museum of science and industry,456,Bruce Museum of Arts and Science,0.356836287,1
the Michigan museum of science and industry,5178,White River Valley Museum,0.351834991,1
the Michigan museum of science and industry,349,Children's Museum of Denver,0.347303774,1
the Michigan museum of science and industry,1298,Peoria Riverfront Museum,0.329137032,1
the Michigan museum of science and industry,823,Mennello Museum of American Art,0.301518413,1
the Michigan museum of science and industry,1751,Kentucky Derby Museum,0.2924457,1
the Michigan museum of science and industry,83,Anchorage Museum at Rasmuson Center,0.288700266,1
the Michigan museum of science and industry,3415,Harness Racing Museum & Hall of Fame,0.285652455,1
the Michigan museum of science and industry,1197,Field Museum of Natural History,0.277074893,1
the Michigan museum of science and industry,4766,Natural History Museum of Utah,0.262073351,1
the Michigan museum of science and industry,5350,Neville Public Museum,0.259299402,1
the Michigan museum of science and industry,2634,Hennepin History Museum,0.242765189,1
the Michigan museum of science and industry,5394,UW–Madison Geology Museum,0.242484157,1
the Michigan museum of science and industry,3805,North Carolina Museum of Natural Sciences,0.239624127,1
the Michigan museum of science and industry,771,HistoryMiami,0.237038425,1
the Michigan museum of science and industry,1378,Conner Prairie,0.233918268,1
the Michigan museum of science and industry,1260,Lizzadro Museum of Lapidary Art,0.1995246,1
the Michigan museum of science and industry,4080,Cherokee Strip Regional Heritage Center,0.193048922,1
the Michigan museum of science and industry,1616,University of Iowa Museum of Natural History,0.181925855,1
the Michigan museum of science and industry,475,Danbury Railway Museum,0.176957066,1
the Michigan museum of science and industry,5258,Amberg Historical Museum Complex,0.172394177,1
the Michigan museum of science and industry,347,Buell Children's Museum,0.154305529,1
the Michigan museum of science and industry,2577,Bell Museum of Natural History,0.14179851,1
the Michigan museum of science and industry,3662,Asheville Art Museum,0.126895131,1
the Michigan museum of science and industry,2316,Springfield Science Museum,0.122853458,1
the Michigan museum of science and industry,323,Robert Louis Stevenson Museum,0.12121516,1
the Michigan museum of science and industry,3806,North Carolina Museum of Natural Sciences at Whiteville,0.104132421,1
the Michigan museum of science and industry,2147,Cape Cod Museum of Natural History,0.092225066,1
the Michigan museum of science and industry,3436,Hudson River Museum,0.078822906,1
the Michigan museum of science and industry,3632,Utica Children's Museum,0.076746908,1
the Michigan museum of science and industry,3732,Hickory Museum of Art,0.05977242,1
the Michigan museum of science and industry,4625,Clement Railroad Hotel Museum,0.044253719,1
the Michigan museum of science and industry,4392,William E. Swigart Jr. Antique Automobile Museum,0.035343035,1
the Michigan museum of science and industry,4203,Eldred World War II Museum,0.034127638,1
the Michigan museum of science and industry,4576,International Vinegar Museum,0.033263136,1
the Michigan museum of science and industry,95,Museum of the North,0.031514767,1
the Michigan museum of science and industry,1698,Strataca,0.030395452,1
the Michigan museum of science and industry,5291,Door County Maritime Museum,0.029024876,1
the Michigan museum of science and industry,4630,Country Music Hall of Fame and Museum,0.021499512,1
the Michigan museum of science and industry,570,Stepping Stones Museum for Children,-0.013170804,1
the Michigan museum of science and industry,4304,National Canal Museum,-0.021246576,1
the Michigan museum of science and industry,1120,Museum of Idaho,-0.022267579,1
the Michigan museum of science and industry,4944,Isle of Wight County Museum,-0.057078754,1
the Michigan museum of science and industry,2417,Grand Rapids Public Museum,-0.062202697,4
the Michigan museum of science and industry,3202,Tuckerton Seaport,-0.079206242,1
the Michigan museum of science and industry,928,Pensacola Museum of History,-0.087068001,1
the Michigan museum of science and industry,1039,Museum of Aviation,-0.093291219,1
the Michigan museum of science and industry,5314,Kenosha Public Museum,-0.124583537,1
the Michigan museum of science and industry,602,Delaware Visitor Center and Galleries,-0.146455802,1
the Michigan museum of science and industry,611,John Bell House,-0.146455802,1
the Michigan museum of science and industry,4776,St. George Children's Museum,-0.151431297,1
the Michigan museum of science and industry,4887,Children's Museum of Virginia,-0.157400723,1
the Michigan museum of science and industry,930,Tallahassee Museum,-0.162934325,1
the Michigan museum of science and industry,4832,Southern Vermont Natural History Museum,-0.165884423,1
the Michigan museum of science and industry,2545,Voigt House Victorian Museum,-0.182634331,1
the Michigan museum of science and industry,5459,National Museum of American History,-0.206774601,1
the Michigan museum of science and industry,4531,Museum & Gallery at Heritage Green,-0.207555842,1
the Michigan museum of science and industry,1987,Willowbrook Museum Village,-0.21482248,1
the Michigan museum of science and industry,5463,National Museum of Natural History,-0.217653931,1
the Michigan museum of science and industry,149,Martin Auto Museum,-0.263681242,1
the Michigan museum of science and industry,99,Pratt Museum,-0.278407774,1
the Michigan museum of science and industry,294,Eastern California Museum,-0.291398734,1
the Michigan museum of science and industry,2131,Berkshire Museum,-0.292077916,1
the Michigan museum of science and industry,4439,Musée Patamécanique,-0.296240535,1
the Michigan museum of science and industry,2605,Dassel History Center & Ergot Museum,-0.301064253,1
the Michigan museum of science and industry,3772,Mineral and Lapidary Museum,-0.337532209,1
the Michigan museum of science and industry,2441,Kelsey Museum of Archaeology,-0.342036541,4
the Michigan museum of science and industry,4581,National Music Museum,-0.349371551,1
the Michigan museum of science and industry,1005,Georgia State Railroad Museum,-0.351461911,1
the Michigan museum of science and industry,112,Arizona-Sonora Desert Museum,-0.355877126,1
the Michigan museum of science and industry,4207,Erie Maritime Museum,-0.358869092,1
the Michigan museum of science and industry,1096,Pacific Tsunami Museum,-0.36710336,1
the Michigan museum of science and industry,5448,National Air and Space Museum,-0.371033791,1
the Michigan museum of science and industry,1000,Georgia Museum of Natural History,-0.398463932,1
the Michigan museum of science and industry,1278,Museum of Broadcast Communications,-0.405101417,1
the Michigan museum of science and industry,885,Pérez Art Museum Miami,-0.416435036,1
the Michigan museum of science and industry,919,St. Augustine Lighthouse & Maritime Museum,-0.422155372,1
the Michigan museum of science and industry,3163,New Jersey State Museum,-0.448949125,1
the Michigan museum of science and industry,3501,Museum of the Earth,-0.465096697,1
the Michigan museum of science and industry,547,Peabody Museum of Natural History,-0.478490104,1
the Michigan museum of science and industry,4136,Sam Noble Oklahoma Museum of Natural History,-0.48086706,1
transportation museum in Georgia,966,Augusta Canal National Heritage Area Discovery Center,7.990637697,2
transportation museum in Georgia,967,Augusta Museum of History,6.905384672,2
transportation museum in Georgia,5529,Jimmy Carter Library and Museum,6.608013017,1
transportation museum in Georgia,1003,Georgia Southern University Center for Art and Theatre,6.581410798,1
transportation museum in Georgia,1045,New Echota Historic Site,5.930867364,1
transportation museum in Georgia,1060,Southeastern Railway Museum,5.680589975,5
transportation museum in Georgia,984,Cumberland Island National Seashore Museum,5.656026059,1
transportation museum in Georgia,1055,Savannah-Ogeechee Canal Museum & Nature Center,5.475917707,2
transportation museum in Georgia,318,Pioneer Yosemite History Center,5.33409247,1
transportation museum in Georgia,1067,Tellus Science Museum,5.237108893,2
transportation museum in Georgia,1039,Museum of Aviation,5.205425629,3
transportation museum in Georgia,994,Fort King George Historical Site,4.919865647,2
transportation museum in Georgia,5076,Virginia Tech Galleries,4.829607244,1
transportation museum in Georgia,1513,Whitewater Canal State Historic Site,4.721847963,1
transportation museum in Georgia,1000,Georgia Museum of Natural History,4.708414546,1
transportation museum in Georgia,2664,Longfellow House,4.565740404,1
transportation museum in Georgia,5697,Steamship Virginia V,4.506409257,1
transportation museum in Georgia,4005,Mercer-Smith Log House,4.493410974,1
transportation museum in Georgia,3929,Byesville Scenic Railway,4.218390337,1
transportation museum in Georgia,5071,Virginia Museum of Transportation,4.098604476,1
transportation museum in Georgia,4748,Cove Fort,3.859972048,1
transportation museum in Georgia,2695,Phelps Mill,3.793129979,1
transportation museum in Georgia,3093,East Point Light,3.628879269,1
transportation museum in Georgia,2327,Western Gateway Heritage State Park,3.478834152,1
transportation museum in Georgia,350,Colorado Governor's Mansion,3.303744572,1
transportation museum in Georgia,268,Powhatan Historic State Park,3.043760879,1
transportation museum in Georgia,1956,Owls Head Transportation Museum,2.976464488,1
transportation museum in Georgia,3896,North Dakota State Capitol,2.933093877,1
transportation museum in Georgia,3511,National Shrine of the North American Martyrs,2.909277669,1
transportation museum in Georgia,4706,Stones River National Battlefield,2.903169506,1
transportation museum in Georgia,4155,Allegheny Portage Railroad National Historic Site,2.850939839,1
transportation museum in Georgia,94,Museum of Alaska Transportation & Industry,2.829098356,1
transportation museum in Georgia,4153,AACA Museum,2.78609475,1
transportation museum in Georgia,3932,Carillon Historical Park,2.780263201,1
transportation museum in Georgia,3205,Walker-Combs-Hartshorne Farmstead (Oakley Farm Museum),2.720398238,1
transportation museum in Georgia,3162,New Jersey State House,2.717724856,1
transportation museum in Georgia,5057,U.S. Army Transportation Museum,2.714947748,1
transportation museum in Georgia,4652,Great Smoky Mountains Heritage Center,2.695441854,1
transportation museum in Georgia,5181,Yakima Electric Railway Museum,2.679651114,1
transportation museum in Georgia,5542,Brookhaven National Laboratory Science Learning Center,2.657337009,1
transportation museum in Georgia,180,Southern Arizona Transportation Museum,2.614098585,1
transportation museum in Georgia,5021,Red Hill Patrick Henry National Memorial,2.588562541,1
transportation museum in Georgia,3346,Champlain Valley Transportation Museum,2.564330916,1
transportation museum in Georgia,1213,Heath Center Gallery at John Wood Community College,2.528853612,1
transportation museum in Georgia,1657,Great Plains Transportation Museum,2.517330721,1
transportation museum in Georgia,4344,Robert Fulton Birthplace,2.484474686,1
transportation museum in Georgia,1389,"Evansville Museum of Arts, History and Science",2.482972028,1
transportation museum in Georgia,3160,New Jersey Museum of Transportation,2.472293127,1
transportation museum in Georgia,2684,Minnesota Transportation Museum,2.459460632,1
transportation museum in Georgia,5371,Potosi Brewery,2.427818805,1
transportation museum in Georgia,3520,New York Museum of Transportation,2.42587986,1
transportation museum in Georgia,3749,JAARS Museum of the Alphabet,2.336121689,1
transportation museum in Georgia,3771,Mexico-Cardenas Museum,2.336121689,1
transportation museum in Georgia,1344,Wadsworth Family Gallery at Lewis University,2.332617838,1
transportation museum in Georgia,3890,Missouri-Yellowstone Confluence Interpretive Center,2.323262581,1
transportation museum in Georgia,372,Forney Transportation Museum,2.309713286,1
transportation museum in Georgia,1338,University of Illinois Springfield Visual Arts Gallery,2.307318015,1
transportation museum in Georgia,2049,La Grange Plantation,2.29939043,1
transportation museum in Georgia,3796,New Hope Valley Railway,2.296921708,1
transportation museum in Georgia,2861,National Museum of Transportation,2.28875728,1
transportation museum in Georgia,4016,Nature Center at Shaker Lakes,2.279738692,1
transportation museum in Georgia,646,Barnacle Historic State Park,2.228305798,1
transportation museum in Georgia,3809,North Carolina Transportation Museum,2.227812678,1
transportation museum in Georgia,1184,Elgin Community College Visual and Performing Arts Center,2.221147081,1
transportation museum in Georgia,4238,Harris Switch Tower,2.181699628,1
transportation museum in Georgia,1392,Forks of the Wabash,2.178838807,1
transportation museum in Georgia,4788,Weber State University Museum of Natural Science,2.10612193,1
transportation museum in Georgia,2630,Greyhound Bus Museum,2.043820226,1
transportation museum in Georgia,1554,German American Heritage Center,2.032687047,1
transportation museum in Georgia,4072,Youngstown State University Mineral Museum,1.959892399,1
transportation museum in Georgia,1250,Lake Forest College Art Galleries,1.959851724,1
transportation museum in Georgia,1413,The History Center,1.922534219,1
transportation museum in Georgia,2724,Terrace Mill,1.91494114,1
transportation museum in Georgia,5142,Mount St. Helens - Johnston Ridge Observatory,1.885685111,1
transportation museum in Georgia,5143,Mount St. Helens Visitor Center at Silver Lake,1.885685111,1
transportation museum in Georgia,3211,Whippany Railway Museum,1.874598599,1
transportation museum in Georgia,2230,Lesley University Galleries,1.859690296,1
transportation museum in Georgia,3795,National Railroad Museum and Hall of Fame,1.85610276,1
transportation museum in Georgia,2228,Larz Anderson Auto Museum,1.843620061,1
transportation museum in Georgia,3447,Jay Heritage Center,1.838060051,1
transportation museum in Georgia,4922,George Washington's Gristmill,1.835620019,1
transportation museum in Georgia,3421,Herkimer County Historical Society Suiter Building Museum,1.793102028,1
transportation museum in Georgia,4923,Glencoe Museum,1.793102028,1
transportation museum in Georgia,5024,Richmond Railroad Museum,1.741623266,1
transportation museum in Georgia,412,Peterson Air and Space Museum,1.697552612,1
transportation museum in Georgia,3001,Contoocook Railroad Depot,1.691429394,1
transportation museum in Georgia,4727,Women's Basketball Hall of Fame,1.686718192,1
transportation museum in Georgia,315,Nevada County Narrow Gauge Railroad Museum,1.684228411,1
transportation museum in Georgia,731,Florida Railroad Museum,1.652734157,1
transportation museum in Georgia,298,Gold Country Museum,1.640576203,1
transportation museum in Georgia,3783,Murfreesboro Historical Association,1.632222254,1
transportation museum in Georgia,2599,Comstock House,1.613337724,1
transportation museum in Georgia,4032,Pennsylvania House Museum,1.600575208,1
transportation museum in Georgia,2691,Northfield Historical Society Museum,1.577299808,1
transportation museum in Georgia,3853,Wilkes Heritage Museum,1.572605698,1
transportation museum in Georgia,1225,Illinois Wesleyan University - Merwin & Wakeley Galleries,1.571687669,1
transportation museum in Georgia,2602,Cross River Heritage Center,1.550564396,1
transportation museum in Georgia,1222,Illinois State Capitol,1.535899782,1
transportation museum in Georgia,3402,Glenn H. Curtiss Museum,1.524253513,1
transportation museum in Georgia,2721,Starbuck Depot and Museums,1.514662948,1
transportation museum in Georgia,4144,Three Valley Museum,1.511076485,1
transportation museum in Georgia,4173,Bradford County Museum,1.482014762,1
transportation museum in Georgia,2589,Canton Depot Museum,1.478278202,1
transportation museum in Georgia,2578,Beltrami County History Center,1.475835501,1
transportation museum in Georgia,5002,O. Winston Link Museum,1.431634916,1
transportation museum in Georgia,4884,Chatham Manor,1.430579977,1
transportation museum in Georgia,5055,University of Virginia Galleries,1.427121082,1
transportation museum in Georgia,1172,Deerfield Historic Village,1.410778232,1
transportation museum in Georgia,4252,Horseshoe Curve,1.408831338,1
transportation museum in Georgia,1396,Fort Wayne Railroad Historical Society,1.401259977,1
transportation museum in Georgia,638,Arcadia Mill,1.386788845,1
transportation museum in Georgia,1942,Moosehead Marine Museum,1.33637724,1
transportation museum in Georgia,4770,Peteetneet Museum and Cultural Arts Center,1.319714356,1
transportation museum in Georgia,1548,Forest Park Museum and Arboretum,1.305782225,1
transportation museum in Georgia,1783,Samuel May House Living History Museum,1.293814339,1
transportation museum in Georgia,4264,Johnstown Flood National Memorial,1.279764975,1
transportation museum in Georgia,4043,Roscoe Village,1.275171438,1
transportation museum in Georgia,3791,Museum of the Cape Fear Historical Complex,1.273631829,1
transportation museum in Georgia,4169,Bicycle Heaven,1.258835906,1
transportation museum in Georgia,3925,Bowling Green State University Fine Art Galleries,1.253860146,1
transportation museum in Georgia,645,Baker Block Museum,1.247124533,1
transportation museum in Georgia,4122,Oklahoma History Center,1.238262109,1
transportation museum in Georgia,3870,Fort Abercrombie State Historic Site,1.206019313,1
transportation museum in Georgia,5432,Georgetown University Art Galleries,1.200366216,1
transportation museum in Georgia,2060,National Capital Trolley Museum,1.19778315,1
transportation museum in Georgia,2357,Big Sable Point Light,1.173426477,1
transportation museum in Georgia,5584,Railroad Museum of Long Island,1.13330081,1
transportation museum in Georgia,2739,William A. Irvin,1.120544457,1
transportation museum in Georgia,3141,Mana Contemporary,1.115377671,1
transportation museum in Georgia,1383,Earlham College Art Collection,1.103960641,1
transportation museum in Georgia,2592,Charles A. Weyerhaeuser Memorial Museum,1.091507646,1
